Date,Close/Last,Open,High,Low
10/21/2022,55.3266,53.7213,55.4147,53.4461
10/20/2022,53.7213,54.0577,54.7536,53.5727
10/19/2022,54.0577,54.3502,55.138,53.664
10/18/2022,54.3502,53.1957,55.1096,53.1957
10/17/2022,53.1957,51.9972,53.8935,51.9972
10/14/2022,51.9972,52.8754,54.2078,51.961
10/13/2022,52.8754,52.0415,53.5636,50.5686
10/12/2022,52.0415,51.7399,52.3584,50.6451
10/11/2022,51.7399,52.4779,53.8599,51.3059
10/10/2022,52.4779,52.6366,53.133,51.8553
10/07/2022,52.6366,54.5309,54.5309,52.0378
10/06/2022,54.5309,54.9133,55.3548,53.9108
10/05/2022,54.9133,55.0851,55.1204,53.477
10/04/2022,55.0851,51.7444,55.2143,51.7444
10/03/2022,51.7444,49.722,52.059,49.3819
09/30/2022,49.722,50.2161,50.8325,49.6834
09/29/2022,50.2161,52.5225,52.5225,49.7401
09/28/2022,52.5225,51.0344,52.7279,50.7712
09/27/2022,51.0344,50.3736,52.1368,50.3736
09/26/2022,50.3736,52.7284,52.8929,50.3695
09/23/2022,52.7284,55.2397,55.2397,51.9317
09/22/2022,55.2397,56.8433,56.9587,54.7885
09/21/2022,56.8433,58.849,58.8511,56.6335
09/20/2022,58.849,59.8419,59.8419,58.2548
09/19/2022,59.8419,58.1252,60.0297,57.6713
09/16/2022,58.1252,60.2675,60.2675,57.806
09/15/2022,60.2675,60.2055,61.3221,59.9054
09/14/2022,60.2055,59.6784,60.227,58.1024
09/13/2022,59.6784,62.4413,62.4413,59.4395
09/12/2022,62.4413,61.7931,63.3108,61.7931
09/09/2022,61.7931,60.29,61.89,60.29
09/08/2022,60.29,60.9377,60.9377,59.1166
09/07/2022,60.9377,58.4396,61.0055,58.4383
09/06/2022,58.4396,58.5512,59.2301,57.4791
09/02/2022,58.5512,58.9398,59.8835,58.1867
09/01/2022,58.9398,59.1689,59.1689,57.193
08/31/2022,59.1689,60.5561,61.0291,59.0716
08/30/2022,60.5561,60.8649,61.8421,60.0284
08/29/2022,60.8649,61.5139,61.605,60.7264
08/26/2022,61.5139,63.7511,63.8907,61.36
08/25/2022,63.7511,62.269,64.0536,62.269
08/24/2022,62.269,61.197,62.8603,61.197
08/23/2022,61.197,59.9557,61.4677,59.9557
08/22/2022,59.9557,61.6488,61.6488,59.2834
08/19/2022,61.6488,64.4645,64.4645,61.4492
08/18/2022,64.4645,64.7364,64.7364,63.7417
08/17/2022,64.7364,66.505,66.505,64.3387
08/16/2022,66.505,66.6867,66.9483,65.5683
08/15/2022,66.6867,65.367,67.1602,65.1211
08/12/2022,65.367,63.5804,65.4637,63.5804
08/11/2022,63.5804,63.5637,65.0284,63.4098
08/10/2022,63.5637,61.6915,64.4719,61.6915
08/09/2022,61.6915,63.9663,63.9663,61.2533
08/08/2022,63.9663,62.5969,64.4326,62.5969
08/05/2022,62.5969,62.7587,63.0409,61.7011
08/04/2022,62.7587,61.5718,62.9334,61.5718
08/03/2022,61.5718,59.2889,61.6983,59.2889
08/02/2022,59.2889,60.5771,60.5771,59.1417
08/01/2022,60.5771,60.0658,60.8652,59.0404
07/29/2022,60.0658,59.5825,60.497,59.2256
07/28/2022,59.5825,58.8241,59.6137,57.1913
07/27/2022,58.8241,56.3869,58.9552,56.3869
07/26/2022,56.3869,57.9315,57.9315,56.3467
07/25/2022,57.9315,57.2696,57.99,56.5521
07/22/2022,57.2696,58.9112,59.4584,57.091
07/21/2022,58.9112,60.4025,60.4025,58.04
07/20/2022,60.4025,59.7951,60.9399,59.4855
07/19/2022,59.7951,57.4455,59.8613,57.4455
07/18/2022,57.4455,57.4804,59.4932,57.2532
07/15/2022,57.4804,56.4496,57.5749,56.1186
07/14/2022,56.4496,57.0326,57.466,55.907
07/13/2022,57.0326,57.5239,57.5239,55.33
07/12/2022,57.5239,55.1856,58.3905,55.1856
07/11/2022,55.1856,56.7335,56.7335,55.0363
07/08/2022,56.7335,56.4634,57.5541,56.012
07/07/2022,56.4634,56.2519,57.2436,56.0907
07/06/2022,56.2519,57.3477,57.7341,55.6301
07/05/2022,57.3477,56.9457,57.3584,54.58
07/01/2022,56.9457,55.7406,57.0014,55.3557
06/30/2022,55.7406,56.3434,56.398,54.2533
06/29/2022,56.3434,57.0449,57.0449,55.5601
06/28/2022,57.0449,57.7365,60.3247,56.9205
06/27/2022,57.7365,59.8296,59.8296,57.6336
06/24/2022,59.8296,56.8162,59.9495,56.81
06/23/2022,56.8162,56.9901,57.3558,55.6701
06/22/2022,56.9901,56.261,57.3482,55.6075
06/21/2022,56.261,56.1956,57.5023,55.8525
06/17/2022,56.1956,53.4116,56.5411,53.2069
06/16/2022,53.4116,57.9251,57.9251,53.0635
06/15/2022,57.9251,57.0119,58.9363,57.0119
06/14/2022,57.0119,57.4986,58.7075,56.0928
06/13/2022,57.4986,63.0265,63.0265,57.2637
06/10/2022,63.0265,65.975,66.1867,62.9694
06/09/2022,65.975,68.5579,68.5579,65.9519
06/08/2022,68.5579,70.7653,70.7653,68.5287
06/07/2022,70.7653,70.1402,70.8936,68.8708
06/06/2022,70.1402,68.9583,70.6286,68.9583
06/03/2022,68.9583,70.4446,70.4446,67.7583
06/02/2022,70.4446,69.4553,70.6311,69.4032
06/01/2022,69.4553,72.5721,73.4072,68.8053
05/31/2022,72.5721,73.1762,73.3414,71.1091
05/27/2022,73.1762,70.9784,73.3555,70.9784
05/26/2022,70.9784,67.5041,71.5977,67.5041
05/25/2022,67.5041,66.16,67.7968,65.5976
05/24/2022,66.16,69.3416,69.3416,65.4626
05/23/2022,69.3416,68.3864,69.7578,67.7451
05/20/2022,68.3864,69.3732,70.7496,66.8836
05/19/2022,69.3732,69.2177,70.98,68.7471
05/18/2022,69.2177,71.7574,72.0617,68.9862
05/17/2022,71.7574,67.2154,71.7651,67.2154
05/16/2022,67.2154,66.8458,68.1085,66.6748
05/13/2022,66.8458,63.6733,67.1869,63.6733
05/12/2022,63.6733,64.8434,65.6591,62.2984
05/11/2022,64.8434,66.6652,68.5502,64.6534
05/10/2022,66.6652,66.233,67.8836,65.1711
05/09/2022,66.233,71.2293,71.2293,65.8544
05/06/2022,71.2293,73.5055,73.5055,70.4852
05/05/2022,73.5055,76.7438,76.7438,72.994
05/04/2022,76.7438,75.964,76.8887,73.725
05/03/2022,75.964,74.5717,76.663,74.3877
05/02/2022,74.5717,76.1348,76.1348,72.7699
04/29/2022,76.1348,77.9419,79.5516,75.9656
04/28/2022,77.9419,76.5551,78.0967,75.2059
04/27/2022,76.5551,77.0117,77.4943,75.1726
04/26/2022,77.0117,80.9504,80.9504,76.5866
04/25/2022,80.9504,81.4581,81.4581,79.1118
04/22/2022,81.4581,84.4248,84.6137,81.2491
04/21/2022,84.4248,82.0565,86.9727,82.0565
04/20/2022,82.0565,81.8427,83.2863,81.6563
04/19/2022,81.8427,79.313,82.2751,79.313
04/18/2022,79.313,80.5021,80.5021,78.8061
04/14/2022,80.5021,80.4486,82.288,80.1549
04/13/2022,80.4486,76.8443,80.7559,76.8443
04/12/2022,76.8443,76.4451,77.9792,76.2107
04/11/2022,76.4451,75.4008,77.7188,75.0058
04/08/2022,75.4008,76.712,76.7335,75.3333
04/07/2022,76.712,77.5217,77.5217,74.9735
04/06/2022,77.5217,80.3589,80.3589,75.6852
04/05/2022,80.3589,81.1829,81.7078,78.2673
04/04/2022,81.1829,81.2199,81.8693,79.8197
04/01/2022,81.2199,80.5307,81.7654,80.4153
03/31/2022,80.5307,79.8051,81.1658,79.8051
03/30/2022,79.8051,80.5514,80.5514,79.3712
03/29/2022,80.5514,78.2711,82.2255,78.2711
03/28/2022,78.2711,77.6606,78.7913,76.5978
03/25/2022,77.6606,76.2572,78.4041,76.2572
03/24/2022,76.2572,74.8302,76.2741,74.5408
03/23/2022,74.8302,75.8555,75.8555,74.5742
03/22/2022,75.8555,73.9773,76.3805,73.9773
03/21/2022,73.9773,75.8229,75.8229,73.4791
03/18/2022,75.8229,74.8295,76.5966,73.3913
03/17/2022,74.8295,75.3854,75.3854,72.6589
03/16/2022,75.3854,71.4761,75.4546,71.4761
03/15/2022,71.4761,67.7055,72.553,67.7055
03/14/2022,67.7055,67.3764,69.6268,66.2825
03/11/2022,67.3764,69.3165,70.8906,67.3259
03/10/2022,69.3165,70.0478,70.7386,67.1886
03/09/2022,70.0478,65.6069,71.2446,65.6069
03/08/2022,65.6069,62.1292,68.2766,62.1292
03/07/2022,62.1292,71.6337,71.6337,62.0479
03/04/2022,71.6337,75.8827,75.8827,70.8419
03/03/2022,75.8827,78.4894,79.8585,75.4486
03/02/2022,78.4894,77.3089,79.634,77.3089
03/01/2022,77.3089,81.384,81.384,76.6065
02/28/2022,81.384,83.6818,83.6818,80.0455
02/25/2022,83.6818,82.3996,84.797,82.3779
02/24/2022,82.3996,81.9423,82.5985,76.6082
02/23/2022,81.9423,84.3519,85.5337,81.8644
02/22/2022,84.3519,85.947,86.3851,83.672
02/18/2022,85.947,87.1306,88.0971,85.7229
02/17/2022,87.1306,89.7309,89.7309,86.368
02/16/2022,89.7309,89.7653,91.0321,88.9206
02/15/2022,89.7653,84.9981,90.3638,84.9981
02/14/2022,84.9981,84.8789,87.4395,84.4719
02/11/2022,84.8789,88.5668,89.8526,84.1132
02/10/2022,88.5668,88.7193,90.4893,86.8298
02/09/2022,88.7193,85.5471,89.6891,85.5471
02/08/2022,85.5471,82.4711,85.6123,82.4711
02/07/2022,82.4711,79.8014,83.5209,79.8014
02/04/2022,79.8014,81.3128,81.3128,78.4553
02/03/2022,81.3128,83.1015,83.4592,81.2066
02/02/2022,83.1015,83.6238,84.1006,81.6881
02/01/2022,83.6238,82.3559,84.1143,82.0695
01/31/2022,82.3559,78.2552,82.3559,77.5323
01/28/2022,78.2552,78.2408,78.2695,74.7178
01/27/2022,78.2408,78.9158,81.9157,77.7756
01/26/2022,78.9158,79.7415,82.0242,78.1629
01/25/2022,79.7415,79.3839,80.3832,77.474
01/24/2022,79.3839,80.0643,80.0643,75.246
01/21/2022,80.0643,82.4244,82.4244,79.8478
01/20/2022,82.4244,82.514,85.0004,82.3158
01/19/2022,82.514,83.8548,84.2301,82.4798
01/18/2022,83.8548,86.0385,86.05,83.7578
01/14/2022,86.0385,87.0828,87.0828,84.6252
01/13/2022,87.0828,84.6771,88.7075,84.6771
01/12/2022,84.6771,85.347,85.9401,84.4348
01/11/2022,85.347,83.6937,85.7954,83.6103
01/10/2022,83.6937,85.0224,85.1412,82.7209
01/07/2022,85.0224,82.653,85.754,82.653
01/06/2022,82.653,82.6198,84.0159,81.5531
01/05/2022,82.6198,84.7353,85.4769,82.4637
01/04/2022,84.7353,83.7283,85.7143,83.7283
01/03/2022,83.7283,81.5977,85.1247,81.5977
12/31/2021,81.5977,81.8428,82.5902,81.5471
12/30/2021,81.8428,81.5022,83.0595,81.4914
12/29/2021,81.5022,83.6299,83.6299,81.2657
12/28/2021,83.6299,83.0204,84.4743,82.3571
12/27/2021,83.0204,83.6493,83.8344,81.541
12/23/2021,83.6493,82.904,84.262,82.7993
12/22/2021,82.904,82.1048,83.6283,81.6043
12/21/2021,82.1048,77.99,82.9331,77.99
12/20/2021,77.99,78.679,78.96,75.6826
12/17/2021,78.679,77.0137,79.984,76.2309
12/16/2021,77.0137,78.9147,80.1578,76.8387
12/15/2021,78.9147,78.753,79.1254,76.3698
12/14/2021,78.753,79.4792,80.7568,78.5803
12/13/2021,79.4792,82.0708,82.0708,78.761
12/10/2021,82.0708,83.8804,83.8804,81.1581
12/09/2021,83.8804,84.7909,84.7909,82.8649
12/08/2021,84.7909,82.2581,86.7379,82.2581
12/07/2021,82.2581,82.4783,84.5134,81.614
12/06/2021,82.4783,77.9964,84.6991,77.9964
12/03/2021,77.9964,79.5043,79.9925,76.6985
12/02/2021,79.5043,74.6815,79.6341,74.6815
12/01/2021,74.6815,78.5322,81.1946,74.5835
11/30/2021,78.5322,79.7584,79.7584,76.4263
11/29/2021,79.7584,79.587,81.7396,79.0371
11/26/2021,79.587,85.0889,85.0889,76.5274
11/24/2021,85.0889,85.261,85.6692,83.8516
11/23/2021,85.261,86.2103,87.2764,84.7136
11/22/2021,86.2103,86.1518,87.5755,85.7329
11/19/2021,86.1518,87.3099,87.3099,84.9197
11/18/2021,87.3099,88.5505,89.1601,86.6061
11/17/2021,88.5505,89.3227,89.581,87.4825
11/16/2021,89.3227,91.8187,91.8187,88.816
11/15/2021,91.8187,91.0093,92.3672,91.0093
11/12/2021,91.0093,93.2696,93.2696,90.2188
11/11/2021,93.2696,93.5206,94.8303,93.2099
11/10/2021,93.5206,95.6537,95.6537,93.0936
11/09/2021,95.6537,96.0428,96.0428,94.0136
11/08/2021,96.0428,95.4724,97.0878,95.4724
11/05/2021,95.4724,89.0164,95.8148,89.0164
11/04/2021,89.0164,90.2412,90.6686,88.6528
11/03/2021,90.2412,87.6524,90.5767,87.2905
11/02/2021,87.6524,88.1077,88.1077,86.799
11/01/2021,88.1077,85.0381,88.1129,84.8026
10/29/2021,85.0381,85.8112,86.1445,84.6751
10/28/2021,85.8112,85.6336,86.3348,85.2253
10/27/2021,85.6336,87.8577,87.8988,85.5885
10/26/2021,87.8577,88.6351,89.3394,87.4329
10/25/2021,88.6351,88.5189,89.2927,88.0397
10/22/2021,88.5189,90.1877,90.1877,87.8925
10/21/2021,90.1877,89.9996,91.1036,89.4835
10/20/2021,89.9996,90.344,91.3175,89.3874
10/19/2021,90.344,92.3262,92.3262,90.1985
10/18/2021,92.3262,93.7205,93.7205,92.2141
10/15/2021,93.7205,94.0022,96.118,93.6777
10/14/2021,94.0022,93.416,94.6744,93.416
10/13/2021,93.416,95.6218,95.6218,92.4985
10/12/2021,95.6218,95.191,96.0804,94.7156
10/11/2021,95.191,96.1445,96.915,94.792
10/08/2021,96.1445,96.1218,97.0174,95.6534
10/07/2021,96.1218,97.3343,98.2355,96.0842
10/06/2021,97.3343,98.8523,98.8523,94.9811
10/05/2021,98.8523,99.3652,100.2979,98.3317
10/04/2021,99.3652,100.499,101.4806,99.0821
10/01/2021,100.499,94.9817,101.0351,94.9817
09/30/2021,94.9817,97.1669,97.1669,94.7472
09/29/2021,97.1669,97.3965,98.6731,96.2457
09/28/2021,97.3965,99.181,99.928,97.252
09/27/2021,99.181,98.5087,101.4774,98.5087
09/24/2021,98.5087,97.0556,98.9355,96.6955
09/23/2021,97.0556,94.2343,97.7465,94.2343
09/22/2021,94.2343,91.3844,95.3552,91.3844
09/21/2021,91.3844,92.5512,93.862,90.9674
09/20/2021,92.5512,92.522,92.6567,90.1759
09/17/2021,92.522,92.442,94.0966,91.3554
09/16/2021,92.442,91.0433,93.5213,91.0433
09/15/2021,91.0433,90.3123,91.0952,89.4696
09/14/2021,90.3123,91.4768,91.6066,89.8048
09/13/2021,91.4768,89.2092,91.8839,88.8323
09/10/2021,89.2092,92.2252,92.7111,88.9483
09/09/2021,92.2252,89.8728,93.5808,89.4276
09/08/2021,89.8728,92.3391,92.7921,89.7646
09/07/2021,92.3391,91.3845,92.6729,91.0455
09/03/2021,91.3845,92.4303,92.7827,90.8958
09/02/2021,92.4303,92.0734,93.5667,91.2281
09/01/2021,92.0734,92.4114,93.1341,91.644
08/31/2021,92.4114,91.439,92.7044,91.1463
08/30/2021,91.439,94.0088,94.1999,91.3224
08/27/2021,94.0088,91.9414,94.6383,91.9414
08/26/2021,91.9414,93.3607,93.8185,90.9967
08/25/2021,93.3607,92.0266,93.5992,91.4117
08/24/2021,92.0266,88.2478,92.2168,88.2478
08/23/2021,88.2478,85.4796,88.345,85.4796
08/20/2021,85.4796,84.6428,85.6209,84.1153
08/19/2021,84.6428,86.6465,86.6465,83.262
08/18/2021,86.6465,87.664,88.6223,86.6059
08/17/2021,87.664,89.8381,89.8381,86.2869
08/16/2021,89.8381,90.8529,90.8529,88.5851
08/13/2021,90.8529,92.3398,92.3398,90.6372
08/12/2021,92.3398,94.4896,94.4896,91.4851
08/11/2021,94.4896,92.9802,94.54,91.4729
08/10/2021,92.9802,91.8061,93.9426,91.2905
08/09/2021,91.8061,93.2067,93.2067,90.203
08/06/2021,93.2067,93.4938,94.8594,91.9512
08/05/2021,93.4938,89.6777,94.0011,89.6777
08/04/2021,89.6777,91.8878,91.8878,89.2055
08/03/2021,91.8878,92.0462,92.0462,89.4923
08/02/2021,92.0462,92.9778,95.9445,91.866
07/30/2021,92.9778,95.9589,95.9589,92.5811
07/29/2021,95.9589,96.5053,97.4211,95.9428
07/28/2021,96.5053,94.9477,97.0147,94.0926
07/27/2021,94.9477,96.8788,96.8788,93.9701
07/26/2021,96.8788,93.7243,96.9571,93.7243
07/23/2021,93.7243,94.3238,95.5624,93.5156
07/22/2021,94.3238,95.4886,95.5041,93.1245
07/21/2021,95.4886,92.5634,96.1444,92.5634
07/20/2021,92.5634,87.5206,93.2323,87.5027
07/19/2021,87.5206,91.8149,91.8149,85.9458
07/16/2021,91.8149,94.5442,95.9015,91.5553
07/15/2021,94.5442,95.0931,95.8141,93.247
07/14/2021,95.0931,95.0282,97.7506,94.7802
07/13/2021,95.0282,97.6961,97.6961,94.9324
07/12/2021,97.6961,97.2413,97.9162,95.5436
07/09/2021,97.2413,94.9839,97.4649,94.9839
07/08/2021,94.9839,95.8372,96.3399,92.8014
07/07/2021,95.8372,97.2648,97.6555,94.5216
07/06/2021,97.2648,100.1445,100.2477,96.8248
07/02/2021,100.1445,100.4599,101.3092,99.2507
07/01/2021,100.4599,99.046,101.0224,99.046
06/30/2021,99.046,98.7052,99.7493,98.2312
06/29/2021,98.7052,100.0004,100.2912,98.6262
06/28/2021,100.0004,102.0733,102.0733,99.0424
06/25/2021,102.0733,103.9849,104.0954,101.8683
06/24/2021,103.9849,103.9975,104.7692,103.1417
06/23/2021,103.9975,104.3658,104.7412,103.9101
06/22/2021,104.3658,105.3297,105.3297,102.8534
06/21/2021,105.3297,102.8497,105.4785,102.8497
06/18/2021,102.8497,103.3075,103.865,101.9292
06/17/2021,103.3075,104.7501,105.8392,102.1407
06/16/2021,104.7501,104.6986,105.8618,103.7861
06/15/2021,104.6986,105.4904,105.9189,103.8286
06/14/2021,105.4904,106.4378,107.2634,105.1012
06/11/2021,106.4378,105.2978,106.5149,105.2978
06/10/2021,105.2978,107.7103,108.445,105.0284
06/09/2021,107.7103,108.3344,109.6811,107.5497
06/08/2021,108.3344,106.7633,108.7689,106.62
06/07/2021,106.7633,105.7819,107.686,105.7819
06/04/2021,105.7819,105.9063,107.1415,105.2073
06/03/2021,105.9063,109.4646,109.4646,105.8343
06/02/2021,109.4646,109.4303,110.045,109.1277
06/01/2021,109.4303,107.581,110.4781,107.581
05/28/2021,107.581,109.5664,109.5664,107.0844
05/27/2021,109.5664,108.9987,110.2355,108.2403
05/26/2021,108.9987,105.8768,109.0498,105.8768
05/25/2021,105.8768,105.3436,109.1576,105.3436
05/24/2021,105.3436,104.5716,105.7734,104.0741
05/21/2021,104.5716,104.9831,106.3351,104.5194
05/20/2021,104.9831,105.5067,106.1986,103.5373
05/19/2021,105.5067,106.4478,106.4478,103.4018
05/18/2021,106.4478,106.8307,108.7372,106.4478
05/17/2021,106.8307,105.9827,106.9097,103.816
05/14/2021,105.9827,101.7158,106.2633,101.7158
05/13/2021,101.7158,99.9331,102.8506,99.5833
05/12/2021,99.9331,103.6907,103.6907,99.7607
05/11/2021,103.6907,105.0543,105.0543,100.642
05/10/2021,105.0543,106.1752,107.4693,105.0543
05/07/2021,106.1752,103.959,106.55,103.8127
05/06/2021,103.959,103.7812,104.0918,101.8691
05/05/2021,103.7812,102.3139,105.2169,102.1363
05/04/2021,102.3139,104.8899,104.8899,101.0292
05/03/2021,104.8899,105.1274,105.7065,103.9624
04/30/2021,105.1274,105.5768,106.7073,104.4256
04/29/2021,105.5768,105.1693,106.6871,104.8906
04/28/2021,105.1693,105.519,105.8684,104.6711
04/27/2021,105.519,105.769,106.2909,104.9506
04/26/2021,105.769,104.3656,106.9465,104.3656
04/23/2021,104.3656,100.9757,104.8345,100.9757
04/22/2021,100.9757,101.7841,103.7867,100.8265
04/21/2021,101.7841,98.8566,101.787,96.7812
04/20/2021,98.8566,103.4119,103.4119,97.4055
04/19/2021,103.4119,104.5537,104.5537,102.8507
04/16/2021,104.5537,105.2228,106.2186,104.2524
04/15/2021,105.2228,105.8797,107.1838,104.2023
04/14/2021,105.8797,107.8061,108.4813,105.4348
04/13/2021,105.9332,105.7203,106.1195,101.8636
04/12/2021,105.7203,108.1873,108.1873,105.1312
04/09/2021,108.1873,108.9544,108.9544,107.2124
04/08/2021,108.9544,108.6743,109.0579,106.3687
04/07/2021,108.6743,110.4027,111.9395,108.3145
04/06/2021,110.4027,109.1562,111.2316,109.1562
04/05/2021,109.1562,107.0511,111.3661,107.0511
04/01/2021,107.0511,106.6207,107.8727,106.2212
03/31/2021,106.6207,107.8569,107.8569,106.0503
03/30/2021,107.8569,103.6283,108.366,103.6283
03/29/2021,103.6283,105.5048,106.0777,102.6208
03/26/2021,105.5048,104.7538,107.0123,102.9719
03/25/2021,104.7538,100.922,105.1142,98.5903
03/24/2021,100.922,102.8594,106.8906,100.9155
03/23/2021,102.8594,107.2367,107.2367,102.3397
03/22/2021,107.2367,111.8412,111.8412,107.1895
03/19/2021,111.8412,111.4935,112.3846,108.8708
03/18/2021,111.4935,114.4802,116.1703,111.1489
03/17/2021,114.4802,111.6475,114.4802,110.7285
03/16/2021,111.6475,115.644,115.644,110.6661
03/15/2021,115.644,111.4625,116.7964,111.4625
03/12/2021,111.4625,109.1118,112.4266,108.4013
03/11/2021,109.1118,109.232,111.555,108.4135
03/10/2021,109.232,107.8223,110.1427,107.0123
03/09/2021,107.8223,107.0271,108.9991,104.6228
03/08/2021,107.0271,102.1664,108.7482,102.1664
03/05/2021,102.1664,102.9159,103.3752,94.111
03/04/2021,102.9159,107.5963,107.7876,99.1927
03/03/2021,107.5963,105.7676,108.7259,105.7077
03/02/2021,105.7676,105.1699,106.2675,103.4435
03/01/2021,105.1699,103.9628,107.8712,103.9628
02/26/2021,103.9628,104.4414,106.2314,102.657
02/25/2021,104.4414,109.1415,109.5711,102.855
02/24/2021,109.1415,106.0445,110.3724,106.0445
02/23/2021,106.0445,103.7497,106.9251,99.9779
02/22/2021,103.7497,100.4739,105.9215,100.4739
02/19/2021,100.4739,96.8688,100.848,96.8688
02/18/2021,96.8688,97.0509,97.0509,94.9564
02/17/2021,97.0509,95.0039,97.2097,94.1307
02/16/2021,95.0039,92.24,95.3383,92.24
02/12/2021,92.24,91.6393,92.6985,90.8836
02/11/2021,91.6393,92.1229,92.5788,90.0511
02/10/2021,92.1229,89.9744,92.6128,89.9744
02/09/2021,89.9744,91.3876,91.3876,89.2531
02/08/2021,91.3876,88.1736,92.2563,88.1736
02/05/2021,88.1736,88.7524,89.5841,87.5845
02/04/2021,88.7524,85.6522,89.2442,85.6522
02/03/2021,85.6522,82.9668,85.8815,82.9668
02/02/2021,82.9668,81.7609,83.3813,81.7609
02/01/2021,81.7609,80.352,82.203,80.1112
01/29/2021,80.352,83.4623,83.4623,79.4645
01/28/2021,83.4623,79.9328,85.5219,79.9328
01/27/2021,79.9328,81.3695,81.6068,79.4274
01/26/2021,81.3695,80.9748,82.7372,80.9748
01/25/2021,80.9748,83.2354,83.2354,79.3938
01/22/2021,83.2354,81.7848,83.2696,81.6278
01/21/2021,83.431,84.3714,84.4588,82.176
01/20/2021,85.3345,84.0863,85.4246,83.5211
01/19/2021,83.6277,84.1541,84.6613,82.8989
01/15/2021,82.8086,85.0587,85.2479,82.774
01/14/2021,86.4368,83.9076,87.248,83.8849
01/13/2021,82.5125,82.0245,82.7649,80.9593
01/12/2021,82.6045,81.0113,82.7557,80.5627
01/11/2021,80.416,80.1998,81.2401,79.9748
01/08/2021,81.651,82.7989,82.8694,80.8131
01/07/2021,81.8307,82.8527,83.5855,81.8292
01/06/2021,82.5153,80.8675,83.6916,80.5565
01/05/2021,80.4765,77.9998,81.4286,77.9998
01/04/2021,78.7556,83.3091,83.3877,78.108
12/31/2020,83.0457,82.6611,83.7307,81.7813
12/30/2020,83.1576,81.8529,83.5955,81.7458
12/29/2020,81.5942,82.6833,82.9352,81.5485
12/28/2020,81.5176,82.0886,82.7187,81.4758
12/24/2020,80.7247,81.8771,82.0409,79.8304
12/23/2020,81.4594,79.9894,82.6375,79.9309
12/22/2020,78.7911,81.1846,81.1846,78.7607
12/21/2020,80.7285,79.4945,81.2333,79.0681
12/18/2020,82.7366,83.9949,84.2557,82.3232
12/17/2020,84.4731,85.0103,85.0877,83.7232
12/16/2020,84.6858,85.0197,85.1109,83.7921
12/15/2020,85.6306,84.8174,85.755,83.0469
12/14/2020,83.7683,87.4793,87.4793,83.7683
12/11/2020,85.6931,87.3321,87.613,84.3275
12/10/2020,88.2128,85.0119,88.3781,85.0119
12/09/2020,86.6471,89.6984,90.083,85.3996
12/08/2020,88.3165,87.9918,89.0993,87.2098
12/07/2020,88.1922,88.9304,89.9187,87.9316
12/04/2020,88.1966,89.3147,90.3209,87.3093
12/03/2020,87.948,86.4838,89.6935,86.339
12/02/2020,84.1808,81.774,84.3511,81.2315
12/01/2020,82.3637,82.5789,83.6145,81.8801
11/30/2020,80.6155,83.5819,83.5819,79.4281
11/27/2020,82.5155,82.588,83.6401,81.9816
11/25/2020,81.9816,81.5904,82.2013,80.2973
11/24/2020,81.3084,79.7973,81.6325,79.1095
11/23/2020,77.3288,75.7931,77.4169,75.425
11/20/2020,74.3335,75.2421,75.4071,73.8347
11/19/2020,75.614,73.9731,75.7136,73.8559
11/18/2020,74.2721,76.0349,77.1845,74.2665
11/17/2020,74.1853,72.49,75.0738,72.0112
11/16/2020,73.9053,73.7958,75.0441,71.8382
11/13/2020,69.9491,67.1533,70.1087,67.1132
11/12/2020,66.3694,67.5001,69.2896,65.8094
11/11/2020,69.1832,70.8984,70.8984,68.6335
11/10/2020,71.689,70.6462,72.0319,70.027
11/09/2020,71.7514,70.4583,74.7814,68.3831
11/06/2020,60.1137,59.8418,60.3508,59.2212
11/05/2020,60.2831,57.8059,60.424,57.7801
11/04/2020,56.9192,57.2868,58.3207,56.1157
11/03/2020,57.4615,57.6902,58.3765,57.0289
11/02/2020,56.5978,57.3413,57.3413,55.8705
10/30/2020,56.8106,56.6126,57.2807,55.6303
10/29/2020,56.9016,54.8362,57.1312,54.4674
10/28/2020,54.9761,56.6798,56.9156,54.6334
10/27/2020,58.6568,60.5805,60.6795,58.5409
10/26/2020,60.68,63.0155,63.0155,59.9012
10/23/2020,64.2216,63.6013,64.5011,62.8612
10/22/2020,63.6906,60.3621,63.8558,60.3621
10/21/2020,59.9321,60.5922,60.7778,59.8231
10/20/2020,60.7645,61.0066,61.6362,60.6001
10/19/2020,60.0269,59.8151,61.5015,59.5866
10/16/2020,59.0161,59.0526,59.4157,58.7357
10/15/2020,58.9501,58.4286,59.0159,57.5832
10/14/2020,59.4688,59.1537,60.1969,59.134
10/13/2020,58.8137,58.9204,59.2934,58.4309
10/12/2020,60.1837,60.5118,60.7558,59.8525
10/09/2020,60.6694,59.9565,61.0714,59.4313
10/08/2020,59.7371,59.2144,60.0171,58.1839
10/07/2020,58.2203,58.7518,59.131,57.8303
10/06/2020,57.1254,58.9249,59.5851,57.0934
10/05/2020,57.7355,58.1916,58.2662,57.1491
10/02/2020,57.4321,54.8189,58.215,54.8189
10/01/2020,56.9262,56.4772,57.2911,56.2781
09/30/2020,55.9209,56.1189,57.7705,55.7049
09/29/2020,55.4357,56.9194,56.9517,55.292
09/28/2020,57.6109,58.0396,58.9023,57.4276
09/25/2020,56.6194,55.125,56.6607,55.1065
09/24/2020,55.6783,55.5187,56.6652,53.7035
09/23/2020,56.0979,57.9959,58.6877,56.0782
