Date,Close/Last,Open,High,Low
03/13/2024,63.8297,63.2544,64.3663,63.0108
03/12/2024,63.2544,63.8882,63.8882,61.7881
03/11/2024,63.8882,64.5123,64.5123,63.4946
03/08/2024,64.5123,65.3201,66.0539,64.2236
03/07/2024,65.3201,65.7795,66.1732,65.2896
03/06/2024,65.7795,65.0096,66.1133,65.0096
03/05/2024,65.0096,64.6836,65.3868,64.2098
03/04/2024,64.6836,64.6006,65.2227,63.8153
03/01/2024,64.6006,64.7901,64.982,63.8776
02/29/2024,64.7901,64.8801,65.7433,64.4233
02/28/2024,64.8801,65.4361,65.4797,64.6461
02/27/2024,65.4361,64.6108,66.0176,64.6108
02/26/2024,64.6108,64.7059,65.4201,64.5602
02/23/2024,64.7059,65.4913,65.4913,64.3175
02/22/2024,65.4913,65.0682,66.3934,65.0682
02/21/2024,65.0682,65.8288,65.8288,64.7014
02/20/2024,65.8288,65.5469,66.7627,65.3687
02/16/2024,65.5469,65.8234,66.0872,64.2015
02/15/2024,65.8234,65.2733,66.6358,65.2733
02/14/2024,65.2733,64.2723,65.39,64.2723
02/13/2024,64.2723,64.9856,64.9856,63.2187
02/12/2024,64.9856,64.2538,65.5855,64.0446
02/09/2024,64.2538,64.0122,64.5028,63.2835
02/08/2024,64.0122,63.2249,64.1131,62.5389
02/07/2024,63.2249,63.3721,63.8439,62.5853
02/06/2024,63.3721,60.1873,63.5193,60.1873
02/05/2024,60.1873,61.9793,61.9793,60.128
02/02/2024,61.9793,61.3397,62.322,60.5363
02/01/2024,61.3397,60.0627,61.3397,59.5627
01/31/2024,60.0627,60.8228,61.6161,59.6652
01/30/2024,60.8228,62.4314,62.4314,60.7334
01/29/2024,62.4314,63.8605,63.8605,61.297
01/26/2024,63.8605,64.5235,64.6171,63.3519
01/25/2024,64.5235,62.4051,65.0912,62.4051
01/24/2024,62.4051,62.7949,63.8909,62.1467
01/23/2024,62.7949,60.966,64.0397,60.966
01/22/2024,60.966,60.0931,61.7572,60.0931
01/19/2024,60.0931,59.6929,60.4135,58.8255
01/18/2024,59.6929,57.6256,59.7187,57.5261
01/17/2024,57.6256,59.4998,59.4998,57.3607
01/16/2024,59.4998,62.2949,62.2949,57.2644
01/12/2024,62.2949,65.1301,65.1301,62.2051
01/11/2024,65.1301,65.0358,65.3087,64.0926
01/10/2024,65.0358,65.2925,65.5374,64.8192
01/09/2024,65.2925,66.5955,66.5955,65.2515
01/08/2024,66.5955,65.2424,67.3485,65.1881
01/05/2024,65.2424,64.0408,65.7346,63.7483
01/04/2024,64.0408,63.3316,64.7594,63.3316
01/03/2024,63.3316,66.0125,66.0125,63.1817
01/02/2024,66.0125,67.7129,67.7129,65.8275
12/29/2023,67.7129,69.0954,69.0954,67.6815
12/28/2023,69.0954,69.0707,69.3957,68.5298
12/27/2023,69.0707,68.8617,69.2273,68.5122
12/26/2023,68.8617,69.0911,69.3695,68.8363
12/22/2023,69.0911,68.4027,69.2384,68.12
12/21/2023,68.4027,66.607,68.4472,66.607
12/20/2023,66.607,67.5479,68.4777,66.5628
12/19/2023,67.5479,67.1147,68.4864,67.1147
12/18/2023,67.1147,66.7785,67.2179,65.8873
12/15/2023,66.7785,67.4134,67.4254,66.5785
12/14/2023,67.4134,66.1886,68.015,66.1886
12/13/2023,66.1886,64.3124,66.1886,63.0246
12/12/2023,64.3124,64.1118,64.7478,63.6113
12/11/2023,64.1118,64.3965,64.5477,63.3353
12/08/2023,64.3965,65.3207,65.3207,64.1587
12/07/2023,65.3207,63.6694,65.5906,63.6694
12/06/2023,63.6694,62.3019,64.6824,62.3019
12/05/2023,62.3019,63.2629,63.2629,61.6847
12/04/2023,63.2629,57.1091,63.7068,57.1091
12/01/2023,57.1091,55.4306,57.1522,55.2264
11/30/2023,55.4306,55.5475,55.7033,54.5726
11/29/2023,55.5475,55.2923,56.7594,55.2923
11/28/2023,55.2923,54.5726,55.3683,54.1511
11/27/2023,54.5726,54.8636,54.8636,54.0444
11/24/2023,54.8636,54.1846,54.9386,54.1846
11/22/2023,54.1846,53.6389,55.9505,53.6389
11/21/2023,53.6389,55.1407,55.1407,53.3173
11/20/2023,55.1407,54.2631,55.2114,53.6618
11/17/2023,54.2631,53.1028,54.2971,53.1028
11/16/2023,53.1028,54.1485,54.5301,52.6593
11/15/2023,54.1485,52.6206,55.6076,52.6206
11/14/2023,52.6206,49.3392,52.726,49.3392
11/13/2023,49.3392,49.1905,49.8029,48.3407
11/10/2023,49.1905,48.6829,49.3855,48.2241
11/09/2023,48.6829,49.9248,50.6894,48.5189
11/08/2023,49.9248,49.6396,51.092,49.6396
11/07/2023,49.6396,49.0792,49.7291,48.6612
11/06/2023,49.0792,50.509,51.1459,48.6124
11/03/2023,50.509,48.154,50.7519,48.154
11/02/2023,48.154,46.6588,48.2867,46.6588
11/01/2023,46.6588,46.9478,47.1394,46.2036
10/31/2023,46.9478,47.8711,47.8711,45.9198
10/30/2023,47.8711,47.4774,48.3969,47.4774
10/27/2023,47.4774,48.5666,48.9447,47.3173
10/26/2023,48.5666,47.9896,48.8748,47.7138
10/25/2023,47.9896,48.7551,48.7551,47.7691
10/24/2023,48.7551,49.0191,49.6749,48.2732
10/23/2023,49.0191,48.5564,49.7258,48.0207
10/20/2023,48.5564,49.1871,49.1871,48.4141
10/19/2023,49.1871,49.5938,50.2803,49.0876
10/18/2023,49.5938,51.9904,51.9904,49.5038
10/17/2023,51.9904,51.7363,52.4227,51.5414
10/16/2023,51.7363,50.6316,51.7777,50.6316
10/13/2023,50.6316,51.5124,51.5124,50.3136
10/12/2023,51.5124,52.8646,53.3046,51.0359
10/11/2023,52.8646,52.6678,53.6108,52.3324
10/10/2023,52.6678,51.5658,53.2263,51.5658
10/09/2023,51.5658,52.8283,52.8283,50.3018
10/06/2023,52.8283,52.5756,53.499,51.8764
10/05/2023,52.5756,52.9586,53.5586,52.0034
10/04/2023,52.9586,51.5665,53.1763,51.5665
10/03/2023,51.5665,53.0564,53.0564,51.3381
10/02/2023,53.0564,54.3299,54.3789,52.8279
09/29/2023,54.3299,54.4955,55.0634,53.904
09/28/2023,54.4955,53.8413,55.1137,53.4672
09/27/2023,53.8413,53.5902,54.2098,53.3546
09/26/2023,53.5902,54.3722,54.8036,53.4307
09/25/2023,54.3722,55.0308,55.0308,53.7297
09/22/2023,55.0308,55.8931,56.1086,54.9284
09/21/2023,55.8931,56.4959,56.5865,55.6207
09/20/2023,56.4959,56.3499,57.5948,56.3499
09/19/2023,56.3499,56.7609,56.9531,56.0608
09/18/2023,56.7609,57.7985,57.7985,56.7609
09/15/2023,57.7985,58.1936,58.6008,57.6734
09/14/2023,58.1936,57.8115,58.6513,57.5449
09/13/2023,57.8115,59.7952,59.7952,57.7346
09/12/2023,59.7952,59.7154,60.5867,59.7154
09/11/2023,59.7154,58.7264,60.0518,58.2998
09/08/2023,58.7264,58.66,59.0863,58.4021
09/07/2023,58.66,59.4202,59.4202,58.4801
09/06/2023,59.4202,60.2694,60.9098,59.2462
09/05/2023,60.2694,61.7391,61.7391,59.8415
09/01/2023,61.7391,61.8285,62.669,61.5797
08/31/2023,61.8285,62.2215,62.6948,61.8152
08/30/2023,62.2215,62.7435,62.9478,62.1716
08/29/2023,62.7435,61.4388,63.1321,61.2228
08/28/2023,61.4388,60.8718,61.8705,60.8718
08/25/2023,60.8718,61.3466,61.504,60.3757
08/24/2023,61.3466,63.1932,63.2024,61.3132
08/23/2023,63.1932,62.4685,63.4552,62.1074
08/22/2023,62.4685,62.5332,63.1417,61.7255
08/21/2023,62.5332,62.6972,63.1097,62.1232
08/18/2023,62.6972,62.7961,62.8998,61.8289
08/17/2023,62.7961,63.5067,63.5067,62.604
08/16/2023,63.5067,64.0313,64.659,63.4843
08/15/2023,64.0313,66.1569,66.1569,64.0099
08/14/2023,66.1569,66.166,66.5691,65.2919
08/11/2023,66.166,67.5271,67.5271,66.0641
08/10/2023,67.5271,67.159,68.3858,66.9135
08/09/2023,67.159,68.9517,68.9517,67.0611
08/08/2023,68.9517,68.5058,69.1117,67.4643
08/07/2023,68.5058,68.353,68.7913,67.5172
08/04/2023,68.353,68.9221,69.4632,68.1594
08/03/2023,68.9221,71.2186,71.2186,68.8875
08/02/2023,71.2186,72.1438,72.1438,70.3976
08/01/2023,72.1438,73.9277,73.9277,71.2201
07/31/2023,73.9277,73.5359,74.2985,73.5359
07/28/2023,73.5359,72.3583,73.9373,72.3583
07/27/2023,72.3583,74.9083,74.9083,71.9639
07/26/2023,74.9083,74.1288,74.9991,73.4352
07/25/2023,74.1288,76.541,76.541,73.3475
07/24/2023,76.541,77.42,77.42,75.9113
07/21/2023,77.42,76.578,77.9935,76.4853
07/20/2023,76.578,77.717,77.717,75.909
07/19/2023,77.717,76.7187,77.8159,76.4624
07/18/2023,76.7187,75.0508,76.7843,75.0508
07/17/2023,75.0508,75.1308,75.6284,74.5665
07/14/2023,75.1308,77.2753,77.2753,74.605
07/13/2023,77.2753,78.1708,79.7919,77.0739
07/12/2023,78.1708,79.3176,80.4017,78.125
07/11/2023,79.3176,79.6074,79.6074,78.6472
07/10/2023,79.6074,78.1958,79.6848,78.1907
07/07/2023,78.1958,76.109,78.95,76.109
07/06/2023,76.109,79.1372,79.1372,76.0134
07/05/2023,79.1372,79.6267,79.8409,77.9638
07/03/2023,79.6267,79.0326,79.9822,79.0326
06/30/2023,79.0326,77.4862,79.3479,77.4862
06/29/2023,77.4862,77.4428,78.2278,77.3192
06/28/2023,77.4428,76.7752,77.9395,76.6407
06/27/2023,76.7752,73.5072,77.1019,73.5072
06/26/2023,73.5072,74.2237,75.2281,73.2601
06/23/2023,74.2237,74.8548,74.8548,73.3522
06/22/2023,74.8548,75.0316,75.0316,73.7257
06/21/2023,75.0316,74.7871,75.4714,74.1271
06/20/2023,74.7871,74.3936,74.899,73.5786
06/16/2023,74.3936,74.0568,74.7908,73.7597
06/15/2023,74.0568,73.4381,74.2606,73.4381
06/14/2023,73.4381,71.9532,73.8333,71.9532
06/13/2023,71.9532,71.1479,72.2926,71.1479
06/12/2023,71.1479,69.8639,71.492,69.8639
06/09/2023,69.8639,69.3687,70.5507,69.3687
06/08/2023,69.3687,68.835,69.9253,68.512
06/07/2023,68.835,68.6718,69.88,68.4421
06/06/2023,68.6718,66.3075,68.7786,65.8331
06/05/2023,66.3075,66.5628,66.5628,65.4902
06/02/2023,66.5628,64.4217,66.9886,64.4217
06/01/2023,64.4217,63.3801,64.6044,63.1545
05/31/2023,63.3801,63.0548,63.813,62.5003
05/30/2023,63.0548,63.301,64.188,62.6974
05/26/2023,63.301,61.9736,63.8785,61.9736
05/25/2023,61.9736,60.837,62.2776,60.837
05/24/2023,60.837,61.7435,61.7435,60.1796
05/23/2023,61.7435,61.9267,63.4121,61.7198
05/22/2023,61.9267,61.6191,62.4435,61.5561
05/19/2023,61.6191,62.7562,62.7562,61.4431
05/18/2023,62.7562,62.7745,62.8591,62.0911
05/17/2023,62.7745,59.3334,62.9929,59.3334
05/16/2023,59.3334,60.2211,60.7218,59.3268
05/15/2023,60.2211,59.06,60.2535,58.429
05/12/2023,59.06,59.5515,59.9497,58.5057
05/11/2023,59.5515,59.4073,59.5783,58.8865
05/10/2023,59.4073,59.5099,60.4849,58.3395
05/09/2023,59.5099,59.2537,59.8222,58.6186
05/08/2023,59.2537,59.0329,60.0329,58.7415
05/05/2023,59.0329,57.1815,59.4036,57.1815
05/04/2023,57.1815,59.9415,59.9415,56.8434
05/03/2023,59.9415,58.7236,60.8965,58.7236
05/02/2023,58.7236,59.4764,59.4764,57.6847
05/01/2023,59.4764,59.6372,60.0158,58.8866
04/28/2023,59.6372,56.7995,59.765,56.7995
04/27/2023,56.7995,56.0345,56.8937,55.5469
04/26/2023,56.0345,56.8799,57.6776,55.8511
04/25/2023,56.8799,58.4885,58.4885,56.7071
04/24/2023,58.4885,58.7114,59.0442,58.0318
04/21/2023,58.7114,58.7688,58.9071,58.2857
04/20/2023,58.7688,59.5003,59.5003,58.5207
04/19/2023,59.5003,58.9116,59.71,58.2879
04/18/2023,58.9116,58.9298,59.4116,58.4552
04/17/2023,58.9298,58.3476,59.1045,58.3367
04/14/2023,58.3476,59.1504,59.2967,58.0895
04/13/2023,59.1504,58.4712,59.4416,58.1431
04/12/2023,58.4712,59.9285,60.1221,57.863
04/11/2023,59.9285,57.9466,60.2796,57.9466
04/10/2023,57.9466,57.249,57.9867,57.1323
04/06/2023,57.249,56.9106,57.4279,56.6655
04/05/2023,56.9106,57.8718,57.8718,56.1793
04/04/2023,57.8718,58.4158,58.8595,57.3852
04/03/2023,58.4158,59.7776,59.7776,57.7917
03/31/2023,59.7776,58.5728,59.7776,58.5728
03/30/2023,58.5728,57.5193,59.1865,57.5193
03/29/2023,57.5193,56.3023,57.6193,56.3023
03/28/2023,56.3023,55.215,56.4138,54.9282
03/27/2023,55.215,54.4675,55.5296,54.4675
03/24/2023,54.4675,54.1547,54.5905,52.8881
03/23/2023,54.1547,55.2906,55.932,53.5907
03/22/2023,55.2906,56.7859,56.9356,55.2726
03/21/2023,56.7859,55.5164,57.2045,55.5164
03/20/2023,55.5164,55.3059,56.3371,55.3059
03/17/2023,55.3059,56.9975,56.9975,55.1262
03/16/2023,56.9975,55.8746,57.214,55.0113
03/15/2023,55.8746,58.6384,58.6384,54.8509
03/14/2023,58.6384,58.7156,60.0114,58.0287
03/13/2023,58.7156,61.0976,61.0976,58.5066
03/10/2023,61.0976,63.5963,64.0068,60.7502
03/09/2023,63.5963,64.7659,65.947,63.3621
03/08/2023,64.7659,63.9057,64.7857,63.8698
03/07/2023,63.9057,62.0784,64.237,62.0784
03/06/2023,62.0784,61.4981,64.3334,61.4981
03/03/2023,61.4981,60.6638,61.8937,60.6638
03/02/2023,60.6638,60.3921,60.7183,59.3288
03/01/2023,60.3921,60.4913,60.808,60.0688
02/28/2023,60.4913,60.1357,60.9966,59.7758
02/27/2023,60.1357,59.8119,60.8194,59.8119
02/24/2023,59.8119,60.0532,60.0532,58.8045
02/23/2023,60.0532,59.2014,60.5801,59.2014
02/22/2023,59.2014,59.1395,60.0232,58.6781
02/21/2023,59.1395,61.1606,61.1606,58.8081
02/17/2023,61.1606,61.1472,61.4551,60.4907
02/16/2023,61.1472,62.643,62.643,60.9024
02/15/2023,62.643,62.058,62.7389,61.4618
02/14/2023,62.058,61.168,62.3172,60.6469
02/13/2023,61.168,60.7799,61.4985,60.3961
02/10/2023,60.7799,62.0934,62.0934,60.241
02/09/2023,62.0934,64.4148,64.6622,61.7618
02/08/2023,64.4148,64.7173,64.9765,63.9237
02/07/2023,64.7173,64.4402,64.9391,63.4091
02/06/2023,64.4402,64.9583,64.9583,64.1345
02/03/2023,64.9583,67.0272,67.0272,64.6358
02/02/2023,67.0272,63.4043,67.8029,63.4043
02/01/2023,63.4043,63.3775,63.7685,61.751
01/31/2023,63.3775,62.0979,63.3824,62.0979
01/30/2023,62.0979,63.135,63.4521,62.0124
01/27/2023,63.135,63.882,63.882,62.9245
01/26/2023,63.882,63.9753,64.399,62.8637
01/25/2023,63.9753,62.9997,63.9761,62.422
01/24/2023,62.9997,63.0318,63.6195,62.7713
01/23/2023,63.0318,63.0906,63.6182,62.947
01/20/2023,63.0906,62.3444,63.4571,62.3444
01/19/2023,62.3444,62.3589,62.4465,60.9897
01/18/2023,62.3589,63.0965,64.5353,62.1753
01/17/2023,63.0965,63.4837,63.4837,62.1831
01/13/2023,63.4837,63.5556,63.7437,61.90
01/12/2023,63.5556,61.0576,63.5556,61.0576
01/11/2023,61.0576,60.4453,61.1628,59.9623
01/10/2023,60.4453,58.4922,60.4675,58.4922
01/09/2023,58.4922,57.4749,59.0487,57.4749
01/06/2023,57.4749,56.0198,57.5181,56.0198
01/05/2023,56.0198,55.1971,56.0821,54.7549
01/04/2023,55.1971,51.8763,55.1971,51.8763
01/03/2023,51.8763,52.8018,53.6048,51.6112
12/30/2022,52.8018,52.707,52.9078,52.159
12/29/2022,52.707,51.1564,52.707,51.1564
12/28/2022,51.1564,52.3198,52.4283,51.1024
12/27/2022,52.3198,53.5676,53.5676,52.043
12/23/2022,53.5676,53.1492,53.586,52.8361
12/22/2022,53.1492,54.2071,54.2071,52.0508
12/21/2022,54.2071,53.5308,54.6383,53.5308
12/20/2022,53.5308,53.2392,54.1002,53.1981
12/19/2022,53.2392,54.326,54.5348,53.1841
12/16/2022,54.326,55.4408,55.4408,53.8868
12/15/2022,55.4408,57.0517,57.0517,55.41
12/14/2022,57.0517,57.3657,57.9768,56.4829
12/13/2022,57.3657,59.1132,60.7729,57.015
12/12/2022,59.1132,57.6505,59.1376,57.2561
12/09/2022,57.6505,57.5052,57.7582,57.0009
12/08/2022,57.5052,58.1782,58.7792,57.214
12/07/2022,58.1782,60.0544,60.0544,57.9918
12/06/2022,60.0544,60.0708,60.7007,59.2061
12/05/2022,60.0708,60.836,60.9058,59.7579
12/02/2022,60.836,61.1057,61.1057,60.163
12/01/2022,61.1057,61.526,62.0764,60.9803
11/30/2022,61.526,60.2278,61.526,59.5117
11/29/2022,60.2278,59.6869,60.6077,59.6869
11/28/2022,59.6869,61.5927,61.5927,59.6707
11/25/2022,61.5927,61.0592,61.9648,60.9234
11/23/2022,61.0592,60.3097,61.3673,60.1758
11/22/2022,60.3097,60.7024,60.7342,59.6999
11/21/2022,60.7024,60.4784,60.7852,59.9209
11/18/2022,60.4784,61.4366,61.9592,60.0869
11/17/2022,60.1258,59.7061,60.1354,59.4464
11/16/2022,60.7497,62.6125,62.6125,60.5604
11/15/2022,62.6125,61.7049,63.7862,61.7049
11/14/2022,61.7049,61.8688,62.3921,61.0692
11/11/2022,61.8688,60.6746,62.1226,60.6639
11/10/2022,60.6746,58.7919,61.1992,58.7919
11/09/2022,58.7919,59.513,59.7431,58.5971
11/08/2022,59.513,59.8453,60.4903,58.9265
11/07/2022,59.8453,59.2822,60.2593,58.704
11/04/2022,59.2822,58.3081,60.1301,58.3081
11/03/2022,58.3081,57.8133,58.6136,56.6669
11/02/2022,57.8133,59.3196,60.0698,57.8125
11/01/2022,59.3196,59.0065,59.8703,59.0065
10/31/2022,59.0065,57.7687,59.2108,57.6199
10/28/2022,57.7687,56.9498,57.8767,56.2315
10/27/2022,56.9498,55.7798,58.0616,55.7798
10/26/2022,55.7798,56.0944,57.3339,55.6596
10/25/2022,56.0944,55.8158,56.3502,54.8911
10/24/2022,55.8158,55.3266,56.0864,54.6699
